Entrez_ID	Gene_Symbol	Description
83549		uridine-cytidine kinase 1
8355		H3 clustered histone 8
83550	Failed_83550	
83551		trace amine associated receptor 8
83552		membrane frizzled-related protein
8356		H3 clustered histone 12
8357		H3 clustered histone 10
8358		H3 clustered histone 2
8359		H4 clustered histone 1
83590		transmembrane and ubiquitin like domain containing 1
83591		THAP domain containing 2
83592		aldo-keto reductase family 1 member E2
83593		Ras association domain family member 5
83594		nudix hydrolase 12
83595		SRY-box transcription factor 7
83596	Failed_83596	
83597		receptor transporter protein 3
836	Failed_836	
8360		H4 clustered histone 4
83604		transmembrane protein 47
83605		CCM2 scaffold protein
83606		guanylyl cyclase domain containing 1
83607		AMMECR1 like
83608	Failed_83608	
8361		H4 clustered histone 6
8362		H4 clustered histone 12
8363		H4 clustered histone 11
83636		chromosome 19 open reading frame 12
83637		zinc finger MIZ-type containing 2
83638		chromosome 11 open reading frame 68
83639		testis expressed 101
8364		H4 clustered histone 3
83640	Failed_83640	
83641		family with sequence similarity 107 member B
83642		selenoprotein O
83648		family with sequence similarity 167 member A
8365		H4 clustered histone 8
83650		solute carrier family 35 member G5
83657		dynein light chain roadblock-type 2
83658		dynein light chain roadblock-type 1
83659		tektin 1
8366		H4 clustered histone 2
83660		talin 2
83661	Failed_83661	
83666		poly(ADP-ribose) polymerase family member 9
83667		sestrin 2
8367		H4 clustered histone 5
8368		H4 clustered histone 13
8369		H4 clustered histone 7
83692	Failed_83692	
83693		hydroxysteroid dehydrogenase like 1
83694		ribosomal protein S6 kinase like 1
83695		RAD9-HUS1-RAD1 interacting nuclear orphan 1
83696	Failed_83696	
83697		solute carrier family 4 member 9
83698		calneuron 1
83699	Failed_83699	
837		caspase 4
8370		H4 clustered histone 14
83700		junctional adhesion molecule 3
83706		FERM domain containing kindlin 3
83707		tRNA phosphotransferase 1
83714		nuclear receptor interacting protein 2
83715		espin
83716		cysteine rich secretory protein LCCL domain containing 2
83719		yippee like 3
8372		hyaluronidase 3
83723		TLC domain containing 3B
83729		inhibin subunit beta E
83732	Failed_83732	
83733		solute carrier family 25 member 18
83734		autophagy related 10
83737		itchy E3 ubiquitin protein ligase
83740	Failed_83740	
83741		transcription factor AP-2 delta
83743		glutamate rich WD repeat containing 1
83744	Failed_83744	
83746		L3MBTL histone methyl-lysine binding protein 2
83752		lon peptidase 2, peroxisomal
83755		keratin associated protein 4-12
83756		taste 1 receptor member 3
83758		retinol binding protein 5
83759		RNA binding motif protein 4B
83786		FERM domain containing 8
83787		armadillo repeat containing 10
8379		mitotic arrest deficient 1 like 1
83795		potassium two pore domain channel subfamily K member 16
838		caspase 5
8382		NME/NM23 family member 5
83844		ubiquitin specific peptidase 26
83849		synaptotagmin 15
83850		extended synaptotagmin 3
83851		synaptotagmin 16
83852		SET domain bifurcated histone lysine methyltransferase 2
83853		rhophilin associated tail protein 1 like
83854		angiopoietin like 6
83855		KLF transcription factor 16
83856		fibronectin type III and SPRY domain containing 1 like
83857		transmembrane O-mannosyltransferase targeting cadherins 1
83858		ATPase family AAA domain containing 3B
8386		olfactory receptor family 1 subfamily D member 5
83860		TATA-box binding protein associated factor 3
83861		radial spoke head 3
83862	Failed_83862	
83871	Failed_83871	
83872		hemicentin 1
83873		G protein-coupled receptor 61
83874		TBC1 domain family member 10A
83875		beta-carotene oxygenase 2
83876	Failed_83876	
83877		TM2 domain containing 2
83878		USH1 protein network component harmonin binding protein 1
83879		cell division cycle associated 7
8388		olfactory receptor family 1 subfamily E member 2
83881	Failed_83881	
83882		tetraspanin 10
83884		solute carrier family 25 member 2
83886	Failed_83886	
83887		tubulin tyrosine ligase like 2
83888		fibroblast growth factor binding protein 2
83891		sorting nexin 25
83892	Failed_83892	
83894		tetratricopeptide repeat domain 29
83895		keratin associated protein 1-5
83896		keratin associated protein 3-1
83897		keratin associated protein 3-2
83899		keratin associated protein 9-2
839		caspase 6
8390		olfactory receptor family 1 subfamily G member 1
83900		keratin associated protein 9-3
83901		keratin associated protein 9-8
83903		histone H3 associated protein kinase
83930		STARD3 N-terminal like
83931		serine/threonine kinase 40
83932		SprT-like N-terminal domain
83933		histone deacetylase 10
83937		Ras association domain family member 4
83939	Failed_83939	
8394		phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
83940		TatD DNase domain containing 1
83941		TM2 domain containing 1
83942		testis specific serine kinase 1B
83943		inner mitochondrial membrane peptidase subunit 2
8395		phosphatidylinositol-4-phosphate 5-kinase type 1 beta
83953	Failed_83953	
8396		phosphatidylinositol-5-phosphate 4-kinase type 2 beta
8398		phospholipase A2 group VI
83982		interferon alpha inducible protein 27 like 2
83983		testis specific serine kinase 6
83985		SPNS lysolipid transporter 1, lysophospholipid
83986		family with sequence similarity 234 member A
83987		coiled-coil domain containing 8
83988		neurocalcin delta
83989		ARB2 cotranscriptional regulator A
8399		phospholipase A2 group X
83990		BRCA1 interacting DNA helicase 1
83992		cortactin binding protein 2
83998		regenerating family member 4
83999		kringle containing transmembrane protein 1
840		caspase 7
84000		transmembrane serine protease 13
84002		UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
8402		solute carrier family 25 member 11
8403		SRY-box transcription factor 14
84033		obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
84034		elastin microfibril interfacer 2
8404		SPARC like 1
8405		speckle type BTB/POZ protein
84056		katanin catalytic subunit A1 like 1
84057		meiotic nuclear divisions 1
84058		WD repeat domain 54
84059		adhesion G protein-coupled receptor V1
8406		sushi repeat containing protein X-linked
84060	Failed_84060	
84061		magnesium transporter 1
84062		dystrobrevin binding protein 1
84063		kirre like nephrin family adhesion molecule 2
84064		haloacid dehalogenase like hydrolase domain containing 2
84065	Failed_84065	
84066		testis expressed 35
84067		FHF complex subunit HOOK interacting protein 1B
84068		solute carrier family 10 member 7
8407		transgelin 2
84070		family with sequence similarity 186 member B
84071		armadillo repeat containing 2
84072		HORMA domain containing 1
84073		MYCBP associated protein
84074		glutamine rich 2
84076		transketolase like 2
84077		chromosome 3 open reading frame 20
84078		kelch repeat and BTB domain containing 7
84079		ankyrin repeat domain 27
8408		unc-51 like autophagy activating kinase 1
84080		enkurin domain containing 1
84081		nuclear speckle splicing regulatory protein 1
84083		zinc finger RANBP2-type containing 3
84084		RAB6C, member RAS oncogene family
84085		F-box protein 30
8409		ubiquitously expressed prefoldin like chaperone
841		caspase 8
84100		ARF like GTPase 6
84101		ubiquitin specific peptidase 44
84102		solute carrier family 41 member 2
84103		chromosome 4 open reading frame 17
84105	Failed_84105	
84106		PML-RARA regulated adaptor molecule 1
84108		polycomb group ring finger 6
84109		pyroglutamylated RFamide peptide receptor
8411		early endosome antigen 1
8412		BCAR3 adaptor protein, NSP family member
84124		zinc finger protein 394
84125		leucine rich repeats and IQ motif containing 1
84126		ATR interacting protein
84128		WD repeat domain 75
84129		acyl-CoA dehydrogenase family member 11
84131		centrosomal protein 78
84132	Failed_84132	
84133		zinc and ring finger 3
84134		translocase of outer mitochondrial membrane 40 like
84135		UTP15 small subunit processome component
84138	Failed_84138	
84140		FAM161 centrosomal protein A
84141	Failed_84141	
84142		abraxas 1, BRCA1 A complex subunit
84144		synapse defective Rho GTPase homolog 2
84146		zinc finger protein 644
84148		lysine acetyltransferase 8
84152		protein phosphatase 1 regulatory inhibitor subunit 1B
84153		ribonuclease H2 subunit C
84154		ribosome production factor 2 homolog
84159		AT-rich interaction domain 5B
8416		annexin A9
84162		bridge-like lipid transfer protein family member 1
84163		GTF2I repeat domain containing 2
84164		activating signal cointegrator 1 complex subunit 2
84166		NLR family CARD domain containing 5
84167		chromosome 19 open reading frame 44
84168		ANTXR cell adhesion molecule 1
8417		syntaxin 7
84171		lysyl oxidase like 4
84172		RNA polymerase I subunit B
84173	Failed_84173	
84174		Src like adaptor 2
84179		solute carrier family 49 member 3
84181		chromodomain helicase DNA binding protein 6
84186		zinc finger CCHC-type containing 7
84188		fatty acyl-CoA reductase 1
84189		SLIT and NTRK like family member 6
8419		beaded filament structural protein 2
84190		methyltransferase like 25
84191	Failed_84191	
84193	Failed_84193	
84196		ubiquitin specific peptidase 48
84197		protein O-mannose kinase
842		caspase 9
84203		thioredoxin domain containing 2
84206		mex-3 RNA binding family member B
84215		zinc finger protein 541
84217		zinc finger MYND-type containing 12
84219	Failed_84219	
84220	Failed_84220	
84221		spermatogenesis and centriole associated 1 like
84223		dynein regulatory complex subunit 9
84224		NBPF member 3
84225		zinc finger MYND-type containing 15
84229		dynein regulatory complex subunit 7
84230		leucine rich repeat containing 8 VRAC subunit C
84231		TNF receptor associated factor 7
84232		MAF1 homolog, negative regulator of RNA polymerase III
84233		transmembrane protein 126A
84236		rhomboid domain containing 1
84239		ATPase 13A4
8424		gamma-butyrobetaine hydroxylase 1
84240		zinc finger CCHC-type containing 9
84243		zDHHC palmitoyltransferase 18
84245		methylthioribose-1-phosphate isomerase 1
84246	Failed_84246	
84247		retrotransposon Gag like 6
84248		forty-two-three domain containing 1
84249		pleckstrin and Sec7 domain containing 2
8425		latent transforming growth factor beta binding protein 4
84250		SMC5-SMC6 complex localization factor 1
84251		SH3GL interacting endocytic adaptor 1
84253		GTPase activating Rap/RanGAP domain like 3
84254		calcium/calmodulin dependent protein kinase kinase 1
84255		solute carrier family 37 member 3
84256		FLYWCH-type zinc finger 1
84258		synaptotagmin 3
84259		defective in cullin neddylation 1 domain containing 5
84260		trichoplein keratin filament binding
84261		F-box and WD repeat domain containing 9
84262	Failed_84262	
84263		hydroxysteroid dehydrogenase like 2
84264		hydroxyacylglutathione hydrolase like
84265		RNA polymerase III subunit GL
84266		alkB homolog 7
84267		Q-nucleotide N-glycosylase 1
84269		coiled-coil-helix-coiled-coil-helix domain containing 5
8427		zinc finger protein 282
84270		caspase recruitment domain family member 19
84271		DNA polymerase delta interacting protein 3
84272		Yip1 domain family member 4
84273		nitric oxide associated 1
84274		coenzyme Q5, methyltransferase
84275		solute carrier family 25 member 33
84276		nicolin 1, tubulin polyglutamylase complex subunit
84277		DnaJ heat shock protein family (Hsp40) member C30
84279		protease associated domain containing 1
8428		serine/threonine kinase 24
84280		BTB domain containing 10
84281		chromosome 2 open reading frame 88
84282	Failed_84282	
84283		transmembrane protein 79
84284		nucleoside-triphosphatase, cancer-related
84285		eukaryotic translation initiation factor 1A domain containing
84286		transmembrane protein 175
84287		zDHHC palmitoyltransferase 16
84288		dynein regulatory complex subunit 8
84289	Failed_84289	
84290		calpain small subunit 2
84292		WD repeat domain 83
84293	Failed_84293	
84294		UTP23 small subunit processome component
84295		PHD finger protein 6
84296		GINS complex subunit 4
84298		LLP homolog, long-term synaptic facilitation factor
84299		migration and invasion enhancer 1
843		caspase 10
84300		ubiquinol-cytochrome c reductase complex assembly factor 2
84301		DNA damage inducible 1 homolog 2
84302		post-GPI attachment to proteins GalNAc transferase 4
84303		coiled-coil-helix-coiled-coil-helix domain containing 6
84304		nudix hydrolase 22
84305		PYM homolog 1, exon junction complex associated factor
84306	Failed_84306	
84307		zinc finger protein 397
84309		nudix hydrolase 16 like 1
8431	Failed_8431	
84310		cholesin
84311		mitochondrial ribosomal protein L45
84312	Failed_84312	
84313		vacuolar protein sorting 25 homolog
84314		transmembrane protein 107
84315		MON1 homolog A, secretory trafficking associated
84316		N-alpha-acetyltransferase 38, NatC auxiliary subunit
84317		vacuolar ATPase assembly factor VMA22
84318		coiled-coil domain containing 77
84319	Failed_84319	
84320		acyl-CoA binding domain containing 6
84321		THO complex subunit 3
84324		SAP domain containing ribonucleoprotein
84326		methyltransferase like 26
84327		zinc finger BED-type containing 3
84328		leucine zipper and CTNNBIP1 domain containing
84329		hydrogen voltage gated channel 1
8433		undifferentiated embryonic cell transcription factor 1
84330	Failed_84330	
84331		MAPK regulated corepressor interacting protein 2
84332		DPY30 domain containing 2
84333		polycomb group ring finger 5
84334		cytochrome c oxidase assembly factor 8
84335		AKT1 substrate 1
84337		elongation factor 1
8434		reversion inducing cysteine rich protein with kazal motifs
84340		GTP dependent ribosome recycling factor mitochondrial 2
84342		component of oligomeric golgi complex 8
84343		HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
8435		sterol O-acyltransferase 2
8436		caveolae associated protein 2
84364		ARF GTPase activating protein 2
84365		nucleolar protein interacting with the FHA domain of MKI67
8437		RAS protein activator like 1
84376		hook microtubule tethering protein 3
8438		RAD54 like
8439		neutral sphingomyelinase activation associated factor
844		calsequestrin 1
8440		NCK adaptor protein 2
84418	Failed_84418	
84419		chromosome 15 open reading frame 48
8443		glyceronephosphate O-acyltransferase
84433		caspase recruitment domain family member 11
84435		adhesion G protein-coupled receptor A1
84437		Myb/SANT DNA binding domain containing 4 with coiled-coils
84439	Failed_84439	
8444	Failed_8444	
84440		RAB11 family interacting protein 4
84441		mastermind like transcriptional coactivator 2
84443		FERM and PDZ domain containing 3
84444		DOT1 like histone lysine methyltransferase
84445		leucine zipper tumor suppressor 2
84446		BR serine/threonine kinase 1
84447	Failed_84447	
84448		actin binding LIM protein family member 2
84449		zinc finger protein 333
8445		dual specificity tyrosine phosphorylation regulated kinase 2
84450		zinc finger protein 512
84451		mitogen-activated protein kinase kinase kinase 21
84455		EF-hand calcium binding domain 7
84456		L3MBTL histone methyl-lysine binding protein 3
84457		phytanoyl-CoA 2-hydroxylase interacting protein like
84458		ligand dependent nuclear receptor corepressor
8446		dual specificity phosphatase 11
84461		neuralized E3 ubiquitin protein ligase 4
84464	Failed_84464	
84465		multiple EGF like domains 11
84466		multiple EGF like domains 10
84467		fibrillin 3
8447		double C2 domain beta
8448		double C2 domain alpha
8449		DEAH-box helicase 16
84498		family with sequence similarity 120 member B
845	Failed_845	
8450		cullin 4B
84501		spire type actin nucleation factor 2
84502		junctophilin 4
84504		NK6 homeobox 2
8451		cullin 4A
84513		phospholipid phosphatase 5
84514		GH3 domain containing
84515		minichromosome maintenance 8 homologous recombination repair factor
84516		dynactin subunit 5
84517		actin related protein T3
84518		cornifelin
84519		acrosin binding protein
8452		cullin 3
84520		GON7 subunit of KEOPS complex
84522		jagunal homolog 1
84524		zinc finger CCCH-type containing 8
84525		HOP homeobox
84527		zinc finger protein 559
84528		Rhox homeobox family member 2
84529		CDAN1 interacting nuclease 1
8453		cullin 2
84530		serine/arginine repetitive matrix 4
84532		acyl-CoA synthetase short chain family member 1
84539		melanin concentrating hormone receptor 2
8454		cullin 1
84541		kelch repeat and BTB domain containing 8
84542		SANT and BTB domain regulator of CSR
84545	Failed_84545	
84547		piggyBac transposable element derived 1
84548		transmembrane protein 185A
84549		MAK16 homolog
8455		attractin
84552		par-6 family cell polarity regulator gamma
84553		failed axon connections homolog, metaxin like GST domain containing
84557		microtubule associated protein 1 light chain 3 alpha
84560		metallothionein 4
84561		solute carrier family 12 member 8
84569		lysozyme like 1
84570		collagen type XXV alpha 1 chain
84572		N-acetylglucosamine-1-phosphate transferase subunit gamma
8458		transcription termination factor 2
8459		tyrosylprotein sulfotransferase 2
846		calcium sensing receptor
8460	Failed_8460	
84612		par-6 family cell polarity regulator beta
84614		zinc finger and BTB domain containing 37
84616		keratin associated protein 4-4
84617		tubulin beta 6 class V
84618	Failed_84618	
84619		zinc finger CCCH-type and G-patch domain containing
8462		KLF transcription factor 11
84620		ST6 beta-galactoside alpha-2,6-sialyltransferase 2
84622		zinc finger protein 594
84623		kirre like nephrin family adhesion molecule 3
84624		fibronectin type III domain containing 1
84626		KRAB-A domain containing 1
84627		zinc finger protein 469
84628		netrin G2
84629		trinucleotide repeat containing 18
8463		TEA domain transcription factor 2
84630		tau tubulin kinase 1
84631		SLIT and NTRK like family member 2
84632		actin filament associated protein 1 like 2
84634		KISS1 receptor
84636	Failed_84636	
84639	Failed_84639	
8464	Failed_8464	
84640		ubiquitin specific peptidase 38
84641		major facilitator superfamily domain containing 14B
84643		kinesin family member 2B
84647	Failed_84647	
84648		late cornified envelope 3D
84649		diacylglycerol O-acyltransferase 2
84650		EBP like
84651		serine peptidase inhibitor Kazal type 7
84654		spermatogenic leucine zipper 1
84656		glyoxylate reductase 1 homolog
84658		adhesion G protein-coupled receptor E3
84659		ribonuclease A family member 7
84661		dpy-30 histone methyltransferase complex regulatory subunit
84662		GLIS family zinc finger 2
84665		myopalladin
84667	Failed_84667	
84668		hyccin PI4KA lipid kinase complex subunit 1
84669		ubiquitin specific peptidase 32
8467		SNF2 related chromatin remodeling ATPase 5
84674		caspase recruitment domain family member 6
84675	Failed_84675	
84676		tripartite motif containing 63
84678		lysine demethylase 2B
84679		solute carrier family 9 member A7
8468		FKBP prolyl isomerase family member 6 (inactive)
84680		1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
84681		histidine triad nucleotide binding protein 2
84684		INSM transcriptional repressor 2
84687		protein phosphatase 1 regulatory subunit 9B
84688		sperm microtubule inner protein 6
84689		membrane spanning 4-domains A14
84690		spermatogenesis associated 22
84691		golgi associated RAB2 interactor 1B
84693		methylmalonyl-CoA epimerase
84694		gap junction protein alpha 10
84695		lysyl oxidase like 3
84696		abhydrolase domain containing 1
84699		cAMP responsive element binding protein 3 like 3
847		catalase
8470	Failed_8470	
84700		myosin XVIIIB
84701		cytochrome c oxidase subunit 4I2
84705		GTP binding protein 3, mitochondrial
84706		glutamic--pyruvic transaminase 2
84707		brain expressed X-linked 2
84708		ligand of numb-protein X 1
84709		mitochondria localized glutamic acid rich protein
8471		insulin receptor substrate 4
84717		HDGF like 2
84720		phosphatidylinositol glycan anchor biosynthesis class O
84722		proline and serine rich coiled-coil 1
84725		pleckstrin homology domain containing A8
84726		proline rich coiled-coil 2B
84727		splA/ryanodine receptor domain and SOCS box containing 2
8473		O-linked N-acetylglucosamine (GlcNAc) transferase
84733		chromobox 2
84734		family with sequence similarity 167 member B
84735		carnosine dipeptidase 1
84747		unc-119 lipid binding chaperone B
84749		ubiquitin specific peptidase 30
84750		fucosyltransferase 10
84752		UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9
84759		polycomb group ring finger 1
8476		CDC42 binding protein kinase alpha
84765		zinc finger protein 577
84766		calcium release activated channel regulator 2A
84769		MPV17 mitochondrial inner membrane protein like 2
8477		G protein-coupled receptor 65
84779		N-alpha-acetyltransferase 11, NatA catalytic subunit
84787		lysine methyltransferase 5C
8479	Failed_8479	
84790		tubulin alpha 1c
84795		pyridine nucleotide-disulphide oxidoreductase domain 2
8480		ribonucleic acid export 1
84803		glycerol-3-phosphate acyltransferase 3
84804	Failed_84804	
84807		NFKB inhibitor delta
8481		OFD1 centriole and centriolar satellite protein
84811		BUD13 homolog
84812		phospholipase C delta 4
84814		phospholipid phosphatase 7 (inactive)
84816		reticulon 4 interacting protein 1
84817		thioredoxin domain containing 17
84818		interleukin 17 receptor C
8482		semaphorin 7A (JohnMiltonHagen blood group)
84823		lamin B2
84824		Fc receptor like A
84826		SFT2 domain containing 3
8483		cartilage intermediate layer protein
84830		androgen dependent TFPI regulating protein
84833		ATP synthase membrane subunit k
84836		abhydrolase domain containing 14B
84838		zinc finger protein 496
84839		retina and anterior neural fold homeobox 2
8484		galanin receptor 3
84842		4-hydroxyphenylpyruvate dioxygenase like
84844		PHD finger protein 5A
84851		tripartite motif containing 52
84858		zinc finger protein 503
84859		leucine rich repeats and calponin homology domain containing 3
84861		kelch like family member 22
84864		ribosomal oxygenase 2
84866		transmembrane protein 25
84867		protein tyrosine phosphatase non-receptor type 5
84868	Failed_84868	
84869		carbonyl reductase 4
8487		gem nuclear organelle associated protein 2
84870		R-spondin 3
84871		AGBL carboxypeptidase 4
84872		zinc finger CCCH-type containing 10
84873	Failed_84873	
84874		zinc finger protein 514
84875		poly(ADP-ribose) polymerase family member 10
84878		zinc finger and BTB domain containing 45
84879		MFSD2 lysolipid transporter A, lysophospholipid
84881		RNA pseudouridine synthase D4
84883		AIF family member 2
84885	Failed_84885	
84886		chromosome 1 open reading frame 198
84888		signal peptide peptidase like 2A
84889		solute carrier family 7 member 3
84890		2-aminoethanethiol dioxygenase
84891		zinc finger and SCAN domain containing 10
84892		protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
84893	Failed_84893	
84894	Failed_84894	
84895		mitoguardin 2
84896		ATPase family AAA domain containing 1
84897		transforming growth factor beta regulator 1
84898		plexin domain containing 2
84899		transmembrane O-mannosyltransferase targeting cadherins 4
8490		regulator of G protein signaling 5
84901		nuclear factor of activated T cells 2 interacting protein
84902	Failed_84902	
84904		Rho guanine nucleotide exchange factor 39
84905		zinc finger protein 341
84908		family with sequence similarity 136 member A
84909		aminopeptidase O (putative)
8491		mitogen-activated protein kinase kinase kinase kinase 3
84910		transmembrane protein 87B
84911		zinc finger protein 382
84912		solute carrier family 35 member B4
84913		atonal bHLH transcription factor 8
84914	Failed_84914	
84915		family with sequence similarity 222 member A
84916		UTP4 small subunit processome component
84918		LDL receptor related protein 11
84919		protein phosphatase 1 regulatory subunit 15B
8492		serine protease 12
84920	Failed_84920	
84922		FLT3 interacting zinc finger 1
84923		VCP nuclear cofactor family member 1
84924		zinc finger protein 566
84926		SPRY domain containing 3
84928		transmembrane protein 209
84929		fibrinogen C domain containing 1
8493		protein phosphatase, Mg2+/Mn2+ dependent 1D
84930		microtubule associated serine/threonine kinase like
84932		RAB2B, member RAS oncogene family
84933		chromosome 8 open reading frame 76
84934		RBPJ interacting and tubulin associated 1
84936		zinc finger FYVE-type containing 19
84937		zinc and ring finger 1
84938		autophagy related 4C cysteine peptidase
84939		PWWP domain containing 3A, DNA repair factor
84940		coronin 6
84941		hematopoietic SH2 domain containing
84942	Failed_84942	
84944	Failed_84944	
84945	Failed_84945	
84946		LTV1 ribosome biogenesis factor
84947		serine active site containing 1
84948		tigger transposable element derived 5
8495		PPFIA binding protein 2
84950		pre-mRNA processing factor 38A
84951		tensin 4
84952		cingulin like 1
84953		MICAL C-terminal like
84954		MPN domain containing
84955		NudC domain containing 1
84957		RELT TNF receptor
84958	Failed_84958	
84959		ubiquitin associated and SH3 domain containing B
8496		PPFIA binding protein 1
84960		coiled-coil domain containing 183
84961		F-box and leucine rich repeat protein 20
84962		ajuba LIM protein
84964		alkB homolog 6
84966		immunoglobin superfamily member 21
84967		LSM10, U7 small nuclear RNA associated
84968		PNMA family member 6A
84969		TOX high mobility group box family member 2
84970		chromosome 1 open reading frame 94
84971		autophagy related 4D cysteine peptidase
84975		major facilitator superfamily domain containing 5
84976		dispatched RND transporter family member 1
84978		FERM domain containing 5
8498		RAN binding protein 3
84984		centrosomal protein 19
84985		family with sequence similarity 83 member A
84986		Rho GTPase activating protein 19
84987		cytochrome c oxidase assembly factor COX14
84988		protein phosphatase 1 regulatory subunit 16A
8499		PTPRF interacting protein alpha 2
84991		RNA binding motif protein 17
84992		phosphatidylinositol glycan anchor biosynthesis class Y
84993		ubiquitin like 7
8500		PTPRF interacting protein alpha 1
85004		RAS like estrogen regulated growth inhibitor
85007		5-phosphohydroxy-L-lysine phospho-lyase
8501		solute carrier family 43 member 1
85012		transcription elongation factor A like 3
85013		transmembrane protein 128
85014		transmembrane protein 141
85015		ubiquitin specific peptidase 45
85016		cilia and flagella associated protein 300
85019		transmembrane protein 241
8502		plakophilin 4
85021		RALBP1 associated Eps domain containing 1
85025		transmembrane protein 60
85027		small integral membrane protein 3
8503		phosphoinositide-3-kinase regulatory subunit 3
8504		peroxisomal biogenesis factor 3
8505		poly(ADP-ribose) glycohydrolase
8506	Failed_8506	
8507		ectodermal-neural cortex 1
8508		nipsnap homolog 1
8509		N-deacetylase and N-sulfotransferase 2
8513		lipase F, gastric type
8514		potassium voltage-gated channel subfamily A regulatory beta subunit 2
8515		integrin subunit alpha 10
8516	Failed_8516	
8517		inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
8518	Failed_8518	
8519		interferon induced transmembrane protein 1
8520		histone acetyltransferase 1
8521		glial cells missing transcription factor 1
8522	Failed_8522	
85235		H2A clustered histone 12
85236		H2B clustered histone 12
8525		diacylglycerol kinase zeta
8526		diacylglycerol kinase epsilon
8527		diacylglycerol kinase delta
8528		D-aspartate oxidase
85280		keratin associated protein 9-4
8529		cytochrome P450 family 4 subfamily F member 2
85290		keratin associated protein 4-3
85291		keratin associated protein 4-2
85293		keratin associated protein 3-3
85294		keratin associated protein 2-4
8530	Failed_8530	
85300		ATCAY kinesin light chain interacting caytaxin
85301		collagen type XXVII alpha 1 chain
8531		Y-box binding protein 3
85313		peptidylprolyl isomerase like 4
85315		progestin and adipoQ receptor family member 8
8532		carboxypeptidase Z
85320		ATP binding cassette subfamily C member 11
85329		galectin 12
8533		COP9 signalosome subunit 3
8534		carbohydrate sulfotransferase 1
8535		chromobox 4
85352		shisa like 1
85359		DiGeorge syndrome critical region gene 6 like
8536		calcium/calmodulin dependent protein kinase I
85360		synapse defective Rho GTPase homolog 1
85363		tripartite motif containing 5
85364		zinc finger CCHC-type containing 3
85365		ALG2 alpha-1,3/1,6-mannosyltransferase
85366		myosin light chain kinase 2
85369	Failed_85369	
8537		brain enriched myelin associated protein 1
85376		RIMS binding protein 3
85377		MICAL like 1
85378		tubulin gamma complex component 6
85379		KIAA1671
8538		BARX homeobox 2
8539		apoptosis inhibitor 5
85395	Failed_85395	
85397		regulator of G protein signaling 8
8540		alkylglycerone phosphate synthase
85403		ELL associated factor 1
85406		DnaJ heat shock protein family (Hsp40) member C14
85407		NKD inhibitor of WNT signaling pathway 1
85409		NKD inhibitor of WNT signaling pathway 2
8541		PTPRF interacting protein alpha 3
85413		solute carrier family 22 member 16
85414		solute carrier family 45 member 3
85415		rhophilin Rho GTPase binding protein 2
85416		Zic family member 5
85417		cyclin B3
8542		apolipoprotein L1
8543		LIM domain only 4
85437		zinc finger CCHC-type and RNA binding motif containing 1
85438		calcium binding protein, spermatid associated 1
85439		stonin 2
8544		pirin
85440		dedicator of cytokinesis 7
85441	Failed_85441	
85442		kinase non-catalytic C-lobe domain containing 1
85443		doublecortin like kinase 3
85444		leucine rich repeat and coiled-coil centrosomal protein 1
85445		contactin associated protein family member 4
85446		zinc finger homeobox 2
8545		CGG triplet repeat binding protein 1
85450		inositol 1,4,5-trisphosphate receptor interacting protein
85451		unk zinc finger
85453		TSPY like 5
85455		dispatched RND transporter family member 2
85456		tankyrase 1 binding protein 1
85457		CLOCK interacting pacemaker
85458		DIX domain containing 1
85459		centrosomal protein 295
8546		adaptor related protein complex 3 subunit beta 1
85460		zinc finger protein 518B
85461		tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
85462		FH2 domain containing 1
85463		zinc finger CCCH-type containing 12C
85464		slingshot protein phosphatase 2
85465		selenoprotein I
8547		ficolin 3
85476		G elongation factor mitochondrial 1
85477		scinderin
85478		dynein regulatory complex subunit 2
85479		DnaJ heat shock protein family (Hsp40) member C5 beta
8548		basic leucine zipper nuclear factor 1
85480		thymic stromal lymphopoietin
85481		protein serine kinase H2
8549		leucine rich repeat containing G protein-coupled receptor 5
8550		MAPK activated protein kinase 5
85509		methyl-CpG binding domain protein 3 like 1
8553	Failed_8553	
8554		protein inhibitor of activated STAT 1
8555		cell division cycle 14B
8556		cell division cycle 14A
85569		galanin like peptide
8557		titin-cap
8558	Failed_8558	
8559		pre-mRNA processing factor 18
8560	Failed_8560	
8562	Failed_8562	
8563		THO complex subunit 5
8564		kynurenine 3-monooxygenase
8565		tyrosyl-tRNA synthetase 1
8566		pyridoxal kinase
8567		MAP kinase activating death domain
8568		ribosomal RNA processing 1
8569		MAPK interacting serine/threonine kinase 1
857		caveolin 1
8570		KH-type splicing regulatory protein
8572	Failed_8572	
8573		calcium/calmodulin dependent serine protein kinase
8574		aldo-keto reductase family 7 member A2
8575		protein activator of interferon induced protein kinase EIF2AK2
8576		serine/threonine kinase 16
8577		transmembrane protein with EGF like and two follistatin like domains 1
8578		scavenger receptor class F member 1
