Name	Accession
mmu-mir-155	MI0000177
rno-miR-291b	MIMAT0017822
rno-miR-326-5p	MIMAT0048375
hsa-miR-6500-5p	MIMAT0025455
hsa-mir-150	MI0000479
hsa-mir-99a	MI0000101
hsa-miR-4436b-5p	MIMAT0019941
hsa-miR-4435	MIMAT0018951
mmu-miR-669k-3p	MIMAT0005831
mmu-miR-302d-3p	MIMAT0003377
mmu-miR-743a-3p	MIMAT0004238
hsa-miR-5192	MIMAT0021123
mmu-miR-466k	MIMAT0005845
hsa-miR-548am-3p	MIMAT0019076
hsa-miR-548av-5p	MIMAT0022304
hsa-mir-378a	MI0000786
rno-miR-133a-5p	MIMAT0048222
hcmv-miR-UL22A-3p	MIMAT0001575
rno-miR-448-5p	MIMAT0048452
rno-miR-6324	MIMAT0025063
rno-miR-493-5p	MIMAT0049679
rno-miR-184	MIMAT0000861
hsa-mir-208a	MI0000251
rno-miR-802-5p	MIMAT0048570
rno-miR-126a-3p	MIMAT0000832
mmu-miR-511-3p	MIMAT0017281
mmu-miR-208b-3p	MIMAT0004939
mmu-miR-672-5p	MIMAT0048558
mmu-miR-411-5p	MIMAT0036490
mmu-miR-378a-5p	MIMAT0049425
mmu-miR-143-5p	MIMAT0049667
mmu-miR-299a-5p	MIMAT0039972
mmu-miR-23b-5p	MIMAT0049625
rno-miR-511-3p	MIMAT0017358
dme-miR-312-3p	MIMAT0000404
dme-miR-1006-3p	MIMAT0005019
dme-miR-263b-3p	MIMAT0020822
dme-miR-282-3p	MIMAT0020809
dme-miR-973-3p	MIMAT0020870
dme-miR-964-3p	MIMAT0020859
dme-miR-193-3p	MIMAT0005468
dme-miR-311-3p	MIMAT0000403
hsa-mir-107	MI0000114
dme-miR-991-3p	MIMAT0005509
dme-miR-310-3p	MIMAT0000402
dme-miR-87-3p	MIMAT0000361
dme-miR-962-3p	MIMAT0020857
dme-miR-932-3p	MIMAT0020860
dme-miR-985-3p	MIMAT0005502
dme-miR-1003-3p	MIMAT0005016
dme-miR-929-3p	MIMAT0005511
mmu-miR-215-3p	MIMAT0017169
rno-let-7d-5p	MIMAT0044195
hsa-miR-3130-3p	MIMAT0014994
hsa-miR-4263	MIMAT0016898
hsa-miR-4251	MIMAT0016883
hsa-miR-3672	MIMAT0018095
hsa-miR-3612	MIMAT0017989
hsa-miR-550b-3p	MIMAT0018445
hsa-miR-3617-5p	MIMAT0024372
hsa-miR-4307	MIMAT0016860
hsa-miR-4280	MIMAT0016911
hsa-miR-1911-5p	MIMAT0048644
hsa-miR-3670	MIMAT0018093
hsa-miR-3922-3p	MIMAT0018197
hsa-mir-93	MI0000095
hsa-mir-202	MI0003130
mmu-mir-184	MI0000226
hsa-miR-5587-3p	MIMAT0022290
hsa-miR-548aj-3p	MIMAT0018990
hsa-miR-548f-5p	MIMAT0039576
hsa-miR-548aj-5p	MIMAT0018990
hsa-miR-548ar-5p	MIMAT0022266
hsa-miR-548g-5p	MIMAT0039652
hsa-miR-5010-3p	MIMAT0021044
hsa-miR-6501-5p	MIMAT0046685
hsa-miR-548x-5p	MIMAT0039577
rno-miR-667-5p	MIMAT0012852
rno-miR-378b	MIMAT0024855
rno-miR-216a-5p	MIMAT0038242
rno-miR-191a-3p	MIMAT0017146
rno-miR-17-1-3p	MIMAT0004710
rno-miR-877	MIMAT0005285
rno-miR-3594-5p	MIMAT0025642
rno-miR-328a-5p	MIMAT0000564
gga-miR-1794	MIMAT0007708
hsa-miR-5002-3p	MIMAT0021024
rno-miR-203a-3p	MIMAT0000876
rno-miR-193a-5p	MIMAT0049716
hsa-miR-5682	MIMAT0022470
hsa-miR-4636	MIMAT0019693
hsa-miR-6078	MIMAT0023703
hsa-miR-1301-5p	MIMAT0048044
hsa-miR-5585-5p	MIMAT0022286
hsa-miR-4678	MIMAT0019762
hsa-miR-548e-5p	MIMAT0039337
hsa-miR-4316	MIMAT0016867
rno-miR-190a-3p	MIMAT0017145
hsa-miR-4660	MIMAT0019728
hsa-miR-4528	MIMAT0019067
hsa-miR-6511a-5p	MIMAT0025479
hsa-miR-4794	MIMAT0019967
hsa-miR-6751-3p	MIMAT0027403
rno-miR-107-5p	MIMAT0049612
mmu-miR-3075-3p	MIMAT0014859
hsa-miR-4757-5p	MIMAT0019902
hsa-mir-590	MI0003602
hsa-miR-4645-3p	MIMAT0019706
mmu-miR-135a-2-3p	MIMAT0017064
mmu-miR-3473e	MIMAT0025587
rno-miR-378a-5p	MIMAT0049425
mmu-miR-187-5p	MIMAT0049188
mmu-miR-374b-5p	MIMAT0036583
mmu-miR-876-5p	MIMAT0040338
hsa-mir-148a	MI0000253
hsa-miR-3128	MIMAT0014991
hsa-miR-3200-5p	MIMAT0034551
hsa-miR-4779	MIMAT0019938
hsa-miR-892c-3p	MIMAT0025858
hsa-miR-4676-3p	MIMAT0019759
hsa-miR-487b-5p	MIMAT0048474
hsa-miR-548ak	MIMAT0019013
hsa-miR-1245b-5p	MIMAT0019951
hsa-mir-22	MI0000078
hsa-miR-548ai	MIMAT0018989
hsa-mir-141	MI0000457
hsa-mir-100	MI0000102
hsa-miR-548an	MIMAT0019079
hsa-miR-4431	MIMAT0018947
hsa-miR-4517	MIMAT0019054
hsa-miR-3179	MIMAT0015056
hsa-miR-3681-5p	MIMAT0018109
hsa-miR-4650-3p	MIMAT0019714
hsa-mir-181c	MI0000271
hsa-miR-5001-5p	MIMAT0021022
hsa-mir-452	MI0001733
hsa-miR-3942-5p	MIMAT0019230
hsa-miR-561-5p	MIMAT0049464
hsa-mir-1468	MI0003782
hsa-miR-6733-3p	MIMAT0027368
hsa-miR-4796-5p	MIMAT0024399
hsa-miR-4709-3p	MIMAT0019812
hsa-mir-3074	MI0014181
hsa-miR-4676-5p	MIMAT0019759
hsa-miR-4423-5p	MIMAT0024068
hsa-mir-1180	MI0006273
hsa-mir-379	MI0000787
hsa-miR-5691	MIMAT0022483
hsa-mir-933	MI0005755
hsa-mir-3144	MI0014169
hsa-miR-4753-3p	MIMAT0019891
hsa-miR-548aq-5p	MIMAT0022264
hsa-miR-6717-5p	MIMAT0025846
hsa-miR-203b-5p	MIMAT0049832
hsa-miR-4804-3p	MIMAT0019985
hsa-miR-4712-5p	MIMAT0019819
hsa-miR-4748	MIMAT0019884
hsa-miR-4264	MIMAT0016899
hsa-miR-4711-5p	MIMAT0019817
hsa-miR-5692a	MIMAT0022484
hsa-miR-4445-3p	MIMAT0018964
hsa-miR-6754-3p	MIMAT0027409
hsa-miR-4457	MIMAT0018979
hsa-miR-4774-3p	MIMAT0019930
hsa-miR-5705	MIMAT0022499
cel-miR-238-3p	MIMAT0000293
hsa-miR-6754-5p	MIMAT0027409
hsa-miR-4643	MIMAT0019703
hsa-miR-4441	MIMAT0018959
hsa-miR-4526	MIMAT0019065
hsa-miR-4533	MIMAT0019072
hsa-miR-4445-5p	MIMAT0018964
mmu-mir-153	MI0000175
hsa-miR-5579-3p	MIMAT0022270
hsa-miR-4662b	MIMAT0019736
hsa-miR-4774-5p	MIMAT0024382
hsa-miR-2681-5p	MIMAT0013516
hsa-miR-6502-5p	MIMAT0025461
hsa-miR-3118	MIMAT0014980
hsa-miR-4700-5p	MIMAT0019797
cel-miR-50-3p	MIMAT0020310
hsa-miR-6752-3p	MIMAT0027405
hsa-miR-6079	MIMAT0023704
cel-miR-77-3p	MIMAT0000049
hsa-miR-6729-3p	MIMAT0027360
hsa-miR-4474-5p	MIMAT0019001
hsa-miR-3187-5p	MIMAT0015069
hsa-miR-5579-5p	MIMAT0022270
hsa-miR-5003-3p	MIMAT0021026
hsa-miR-5047	MIMAT0020541
hsa-miR-4645-5p	MIMAT0019706
hsa-miR-5584-5p	MIMAT0022284
hsa-miR-4509	MIMAT0019046
hsa-miR-5092	MIMAT0021084
hsa-miR-4641	MIMAT0019701
hsa-miR-598-5p	MIMAT0039435
hsa-miR-372-5p	MIMAT0047845
hsa-miR-4527	MIMAT0019066
hsa-mir-18b	MI0001518
hsa-miR-4781-5p	MIMAT0019943
hsa-miR-4321	MIMAT0016874
hsa-miR-4520-2-3p	MIMAT0020300
hsa-miR-6715b-5p	MIMAT0025843
hsa-miR-5004-5p	MIMAT0021028
hsa-miR-4420	MIMAT0018933
hsa-miR-4719	MIMAT0019832
hsa-miR-4666a-5p	MIMAT0019742
hsa-miR-5583-3p	MIMAT0022282
hsa-miR-4804-5p	MIMAT0019985
cel-miR-230-3p	MIMAT0000285
hsa-miR-4529-3p	MIMAT0019068
hsa-miR-4662a-3p	MIMAT0019732
hsa-miR-6510-3p	MIMAT0025477
hsa-miR-2115-5p	MIMAT0011159
hsa-miR-1178-5p	MIMAT0016143
hsa-miR-4640-5p	MIMAT0019700
hsa-miR-4720-5p	MIMAT0019834
hsa-miR-4427	MIMAT0018942
hsa-miR-6746-3p	MIMAT0027393
hsa-miR-4724-3p	MIMAT0019842
hsa-miR-5708	MIMAT0022502
cel-miR-236-3p	MIMAT0000291
hsa-miR-4671-3p	MIMAT0019753
hsa-miR-4437	MIMAT0018953
hsa-miR-5693	MIMAT0022486
hsa-miR-6755-5p	MIMAT0027411
hsa-miR-5698	MIMAT0022491
cel-miR-241-3p	MIMAT0020335
hsa-miR-548az-5p	MIMAT0025457
cel-miR-80-3p	MIMAT0000053
cel-miR-83-3p	MIMAT0000056
hsa-miR-4740-3p	MIMAT0019870
hsa-miR-4506	MIMAT0019042
hsa-miR-4639-5p	MIMAT0019698
dps-miR-184	MIMAT0001232
hsa-miR-4650-5p	MIMAT0024344
hsa-miR-548au-3p	MIMAT0022292
hsa-miR-4540	MIMAT0019083
hsa-miR-3117-5p	MIMAT0024050
hsa-miR-6755-3p	MIMAT0027411
hsa-miR-5706	MIMAT0022500
hsa-miR-5089-3p	MIMAT0022984
hsa-miR-4675	MIMAT0019757
hsa-miR-3189-5p	MIMAT0015071
hsa-miR-548at-3p	MIMAT0022278
hsa-miR-5087	MIMAT0021079
hsa-miR-5687	MIMAT0022478
mmu-miR-341-3p	MIMAT0000588
hsa-miR-6728-5p	MIMAT0027358
hsa-miR-5696	MIMAT0022489
hsa-miR-4803	MIMAT0019983
mmu-miR-680	MIMAT0003457
hsa-miR-548ao-5p	MIMAT0021030
hsa-miR-3978	MIMAT0019363
hsa-miR-5006-3p	MIMAT0021034
hsa-miR-5692c	MIMAT0022476
hsa-miR-4729	MIMAT0019851
hsa-miR-4764-3p	MIMAT0019915
hsa-miR-4743-3p	MIMAT0022978
hsa-miR-6499-3p	MIMAT0025451
hsa-miR-6134	MIMAT0024618
hsa-miR-4637	MIMAT0019694
hsa-miR-4752	MIMAT0019889
hsa-miR-4714-5p	MIMAT0049357
cel-miR-1-3p	MIMAT0000003
hsa-miR-4709-5p	MIMAT0019812
hsa-miR-4715-3p	MIMAT0019825
hsa-miR-4733-5p	MIMAT0019858
hsa-miR-6504-3p	MIMAT0025465
hsa-miR-6740-3p	MIMAT0027382
hsa-miR-5091	MIMAT0021083
hsa-miR-3944-5p	MIMAT0018360
hsa-miR-6127	MIMAT0024610
hsa-miR-4798-3p	MIMAT0019975
hsa-miR-6727-3p	MIMAT0027356
hsa-miR-5591-3p	MIMAT0022302
cel-miR-48-3p	MIMAT0015098
hsa-miR-3691-3p	MIMAT0019224
hsa-miR-5697	MIMAT0022490
hsa-miR-5088-3p	MIMAT0027041
hsa-miR-4303	MIMAT0016856
hsa-miR-3134	MIMAT0015000
hsa-miR-6743-3p	MIMAT0027388
hsa-miR-95-5p	MIMAT0047589
hsa-miR-548ae-3p	MIMAT0018954
hsa-miR-4640-3p	MIMAT0019700
hsa-miR-3927-5p	MIMAT0024350
hsa-miR-4272	MIMAT0016902
hsa-miR-4802-5p	MIMAT0019982
hsa-miR-1185-2-3p	MIMAT0022713
hsa-miR-4790-3p	MIMAT0019962
hsa-miR-3129-3p	MIMAT0019202
hsa-miR-4722-3p	MIMAT0019837
hsa-miR-548ad-3p	MIMAT0018946
hsa-miR-6750-3p	MIMAT0027401
hsa-miR-519a-5p	MIMAT0039328
hsa-miR-3152-5p	MIMAT0039599
hsa-miR-6715b-3p	MIMAT0025843
hsa-miR-6069	MIMAT0023694
hsa-miR-6505-3p	MIMAT0025467
hsa-miR-5685	MIMAT0022475
hsa-miR-5681b	MIMAT0022480
hsa-miR-548as-5p	MIMAT0022268
hsa-miR-4799-5p	MIMAT0019977
hsa-miR-5688	MIMAT0022479
hsa-miR-489-5p	MIMAT0048478
hsa-miR-4672	MIMAT0019754
hsa-miR-4749-3p	MIMAT0019886
hsa-miR-4646-3p	MIMAT0019708
hsa-miR-4716-5p	MIMAT0024337
hsa-miR-4471	MIMAT0018998
hsa-miR-3150a-5p	MIMAT0015023
hsa-miR-4760-3p	MIMAT0019907
hsa-miR-3683	MIMAT0018111
hsa-miR-3938	MIMAT0018353
hsa-miR-3684	MIMAT0018112
hsa-miR-3606-5p	MIMAT0022965
hsa-miR-4703-3p	MIMAT0019802
hsa-miR-3924	MIMAT0018199
hsa-miR-6505-5p	MIMAT0028249
hsa-miR-6722-5p	MIMAT0025854
hsa-miR-4481	MIMAT0019015
hsa-miR-5094	MIMAT0021086
hsa-miR-4793-5p	MIMAT0019966
hsa-miR-4699-3p	MIMAT0019795
hsa-miR-6730-3p	MIMAT0027362
hsa-miR-6737-3p	MIMAT0027376
hsa-miR-4519	MIMAT0019056
hsa-miR-6731-3p	MIMAT0027364
hsa-miR-3942-3p	MIMAT0019230
hsa-miR-4718	MIMAT0019831
hsa-miR-5589-3p	MIMAT0022298
hsa-miR-4681	MIMAT0019766
hsa-miR-6732-3p	MIMAT0027366
hsa-miR-4529-5p	MIMAT0024392
hsa-miR-4801	MIMAT0019980
hsa-miR-4499	MIMAT0019035
hsa-miR-4653-5p	MIMAT0019719
hsa-miR-5681a	MIMAT0022469
hsa-miR-1245b-3p	MIMAT0019951
hsa-miR-5011-3p	MIMAT0021046
hsa-miR-548au-5p	MIMAT0022292
hsa-miR-4761-5p	MIMAT0019909
hsa-miR-4520-3p	MIMAT0019057
hsa-miR-5004-3p	MIMAT0021028
hsa-miR-4704-5p	MIMAT0019804
hsa-miR-548as-3p	MIMAT0022268
hsa-miR-3121-3p	MIMAT0014983
hsa-miR-4800-3p	MIMAT0019979
hsa-miR-4766-3p	MIMAT0019918
hsa-miR-5571-5p	MIMAT0022258
hsa-miR-5571-3p	MIMAT0022258
hsa-miR-3975	MIMAT0019360
hsa-miR-4495	MIMAT0019030
hsa-miR-4755-3p	MIMAT0019896
hsa-miR-3657	MIMAT0018077
hsa-miR-4754	MIMAT0019894
hsa-miR-6726-3p	MIMAT0027354
hsa-miR-4474-3p	MIMAT0019001
hsa-miR-3064-3p	MIMAT0019865
hsa-miR-4765	MIMAT0019916
hsa-miR-3682-5p	MIMAT0018110
hsa-miR-4767	MIMAT0019919
hsa-miR-4699-5p	MIMAT0019795
hsa-miR-4432	MIMAT0018948
hsa-miR-5002-5p	MIMAT0021024
hsa-miR-5003-5p	MIMAT0021026
hsa-miR-6081	MIMAT0023706
hsa-miR-3912-5p	MIMAT0024387
hsa-miR-656-5p	MIMAT0048550
hsa-miR-3939	MIMAT0018355
hsa-miR-3166	MIMAT0015040
hsa-miR-6503-5p	MIMAT0025463
hsa-miR-4439	MIMAT0018957
hsa-miR-6128	MIMAT0024611
hsa-miR-4742-5p	MIMAT0024043
hsa-miR-4760-5p	MIMAT0019907
hsa-miR-3167	MIMAT0015042
hsa-miR-6130	MIMAT0024614
hsa-miR-6508-3p	MIMAT0025473
hsa-miR-4453	MIMAT0018975
hsa-miR-4666b	MIMAT0022485
hsa-miR-4256	MIMAT0016877
hsa-miR-4769-5p	MIMAT0019923
hsa-miR-6083	MIMAT0023708
hsa-miR-4759	MIMAT0019905
hsa-miR-548ao-3p	MIMAT0021030
hsa-miR-6506-5p	MIMAT0025469
hsa-miR-4735-5p	MIMAT0019861
hsa-miR-4735-3p	MIMAT0019861
hsa-miR-378j	MIMAT0024612
hsa-miR-4633-3p	MIMAT0019690
hsa-miR-6514-5p	MIMAT0025485
hsa-miR-5007-3p	MIMAT0021036
hsa-miR-3115	MIMAT0014977
hsa-miR-4682	MIMAT0019767
hsa-miR-6499-5p	MIMAT0025451
hsa-miR-4789-3p	MIMAT0019960
hsa-miR-4691-5p	MIMAT0019782
hsa-miR-4751	MIMAT0019888
hsa-miR-4723-3p	MIMAT0019839
hsa-miR-6730-5p	MIMAT0027362
hsa-miR-4715-5p	MIMAT0019825
hsa-miR-6749-5p	MIMAT0027399
hsa-miR-410-5p	MIMAT0049673
hsa-miR-5588-5p	MIMAT0022296
hsa-miR-4482-3p	MIMAT0020958
hsa-miR-5195-5p	MIMAT0021127
hsa-miR-6740-5p	MIMAT0027382
hsa-miR-937-5p	MIMAT0016137
hsa-miR-4287	MIMAT0016917
hsa-miR-1237-5p	MIMAT0016167
cel-miR-51-3p	MIMAT0015099
hsa-miR-4790-5p	MIMAT0039598
hsa-miR-570-5p	MIMAT0012804
hsa-miR-6072	MIMAT0023697
hsa-miR-4771	MIMAT0019925
hsa-miR-4700-3p	MIMAT0019797
dme-miR-13b-3p	MIMAT0000119
hsa-miR-889-5p	MIMAT0049325
hsa-miR-5090	MIMAT0021082
hsa-miR-4680-5p	MIMAT0036979
hsa-miR-6506-3p	MIMAT0025469
hsa-miR-6513-5p	MIMAT0025483
hsa-miR-6512-3p	MIMAT0025481
hsa-miR-5703	MIMAT0022496
hsa-miR-4652-3p	MIMAT0019717
hsa-miR-4673	MIMAT0019755
hsa-miR-4683	MIMAT0019768
hsa-miR-4789-5p	MIMAT0019960
hsa-miR-3160-5p	MIMAT0015034
hsa-miR-5197-5p	MIMAT0021131
hsa-miR-6733-5p	MIMAT0027368
hsa-miR-4460	MIMAT0018982
hsa-miR-3191-5p	MIMAT0015075
hsa-miR-6749-3p	MIMAT0027399
hsa-miR-329-5p	MIMAT0048379
dme-miR-133-3p	MIMAT0000340
hsa-miR-5581-5p	MIMAT0022276
hsa-miR-6080	MIMAT0023705
hsa-miR-3155b	MIMAT0019012
hsa-miR-5588-3p	MIMAT0022296
hsa-miR-548ag	MIMAT0018969
hsa-miR-5692b	MIMAT0022497
hsa-miR-4694-5p	MIMAT0019787
hsa-miR-4447	MIMAT0018966
hsa-miR-4690-5p	MIMAT0019780
hsa-miR-4999-3p	MIMAT0021018
hsa-miR-3121-5p	MIMAT0024396
hsa-miR-4252	MIMAT0016886
hsa-miR-6739-3p	MIMAT0027380
hsa-miR-6744-3p	MIMAT0027390
hsa-miR-3973	MIMAT0019358
hsa-miR-4722-5p	MIMAT0019837
hsa-miR-4438	MIMAT0018956
hsa-miR-5589-5p	MIMAT0022298
hsa-miR-2682-5p	MIMAT0013518
hsa-miR-1537-5p	MIMAT0016234
hsa-miR-3150b-5p	MIMAT0018194
hsa-miR-4756-3p	MIMAT0019900
cel-miR-84-3p	MIMAT0015110
dre-miR-7a	MIMAT0001266
hsa-miR-6748-5p	MIMAT0027397
hsa-miR-5700	MIMAT0022493
hsa-miR-5196-3p	MIMAT0021129
hsa-miR-3917	MIMAT0018191
hsa-miR-1288-5p	MIMAT0008006
dps-let-7	MIMAT0001198
hsa-miR-5187-5p	MIMAT0021118
hsa-miR-6504-5p	MIMAT0025465
dme-miR-932-5p	MIMAT0004444
hsa-miR-4421	MIMAT0018934
hsa-miR-365b-5p	MIMAT0025674
hsa-miR-4780	MIMAT0019939
hsa-miR-548az-3p	MIMAT0025457
hsa-miR-4703-5p	MIMAT0028279
hsa-miR-4694-3p	MIMAT0019787
hsa-miR-4515	MIMAT0019052
hsa-miR-219b-5p	MIMAT0048353
cel-miR-64-3p	MIMAT0015105
cel-let-7	MI0000001
hsa-miR-4537	MIMAT0019080
hsa-miR-4696	MIMAT0019790
hsa-miR-6739-5p	MIMAT0027380
hsa-miR-6502-3p	MIMAT0025461
hsa-miR-4737	MIMAT0019863
hsa-miR-3922-5p	MIMAT0018197
dme-miR-137-3p	MIMAT0005507
hsa-miR-4738-5p	MIMAT0024284
hsa-miR-1295b-5p	MIMAT0022294
hsa-miR-4757-3p	MIMAT0019902
hsa-miR-892c-5p	MIMAT0028385
hsa-miR-3660	MIMAT0018081
cel-miR-65-3p	MIMAT0015106
hsa-miR-6738-5p	MIMAT0027378
hsa-miR-6512-5p	MIMAT0025481
hsa-miR-6738-3p	MIMAT0027378
hsa-miR-5591-5p	MIMAT0022302
hsa-miR-5186	MIMAT0021116
hsa-miR-4472	MIMAT0018999
hsa-miR-4697-3p	MIMAT0019792
hsa-miR-4536-5p	MIMAT0024332
rno-miR-878	MIMAT0005286
hcmv-miR-UL70-3p	MIMAT0003343
rno-miR-9a-3p	MIMAT0004708
rno-miR-759	MIMAT0012856
mmu-miR-219a-2-3p	MIMAT0022841
rno-mir-155	MI0025509
rno-miR-3585-5p	MIMAT0017879
mmu-miR-497a-5p	MIMAT0017247
hsa-miR-520c-5p	MIMAT0036420
hsa-mir-518c	MI0003159
hsa-mir-505	MI0003190
rno-miR-293-3p	MIMAT0017365
rno-miR-501-5p	MIMAT0013224
mmu-miR-425-5p	MIMAT0036572
mmu-miR-138-2-3p	MIMAT0016987
mmu-miR-3061-3p	MIMAT0014829
mmu-miR-129-1-3p	MIMAT0016994
mmu-miR-1264-3p	MIMAT0014803
mmu-miR-433-5p	MIMAT0048450
mmu-miR-1264-5p	MIMAT0048590
mmu-miR-3084-3p	MIMAT0014877
mmu-miR-291b-5p	MIMAT0017822
mmu-miR-1943-3p	MIMAT0017342
mmu-miR-29a-5p	MIMAT0049630
mmu-miR-29c-5p	MIMAT0049388
mmu-miR-370-5p	MIMAT0049048
mmu-miR-181a-2-3p	MIMAT0005443
mmu-miR-666-5p	MIMAT0017371
mmu-miR-501-5p	MIMAT0013224
mmu-miR-700-5p	MIMAT0003490
mmu-miR-196a-1-3p	MIMAT0017013
mmu-miR-3103-5p	MIMAT0014938
mmu-miR-410-5p	MIMAT0049673
mmu-let-7a-1-3p	MIMAT0004620
mmu-miR-412-5p	MIMAT0019330
mmu-miR-302c-3p	MIMAT0003376
mmu-let-7c-2-3p	MIMAT0005439
mmu-miR-3061-5p	MIMAT0014829
mmu-miR-504-3p	MIMAT0017277
mmu-miR-302a-5p	MIMAT0047792
mmu-miR-412-3p	MIMAT0001094
mmu-miR-539-5p	MIMAT0049117
mmu-miR-3084-5p	MIMAT0014877
mmu-miR-1981-3p	MIMAT0017351
mmu-miR-676-5p	MIMAT0048560
mmu-let-7a-1	MI0000556
mmu-miR-544-5p	MIMAT0036276
mmu-let-7c-1	MI0000559
mmu-miR-493-5p	MIMAT0049679
mmu-miR-376a-5p	MIMAT0048413
mmu-miR-92b-5p	MIMAT0049451
mmu-miR-1969	MIMAT0009442
mmu-miR-3083-3p	MIMAT0014875
mmu-miR-700-3p	MIMAT0003490
mmu-miR-3078-3p	MIMAT0014865
mmu-miR-293-5p	MIMAT0017365
mmu-miR-7a-1-3p	MIMAT0004670
mmu-mir-29c	MI0000577
mmu-mir-29a	MI0000576
mmu-miR-3071-3p	MIMAT0014851
mmu-miR-3071-5p	MIMAT0014851
mmu-miR-10b-5p	MIMAT0044188
mmu-miR-215-5p	MIMAT0036060
mmu-miR-3544-5p	MIMAT0039692
mmu-miR-6406	MIMAT0025159
hsa-mir-198	MI0000240
mmu-miR-7b-5p	MIMAT0044219
mmu-miR-6370	MIMAT0025114
mmu-miR-103-1-5p	MIMAT0000546
mmu-miR-26a-2-3p	MIMAT0017058
mmu-miR-5132-3p	MIMAT0022988
hsa-mir-106b	MI0000734
hsa-mir-2115	MI0010634
hsa-mir-182	MI0000272
hsa-mir-655	MI0003677
rno-let-7a-2	MI0000828
rno-miR-185-5p	MIMAT0036564
rno-miR-340-3p	MIMAT0000585
rno-miR-742-3p	MIMAT0005333
rno-miR-340-5p	MIMAT0049696
rno-miR-329-3p	MIMAT0000566
rno-let-7f-1	MI0000833
rno-miR-148b-5p	MIMAT0050027
rno-let-7f-2	MI0000834
rno-miR-98-5p	MIMAT0036570
rno-miR-760-3p	MIMAT0005337
rno-let-7c-1	MI0000830
mmu-miR-5135	MIMAT0020646
rno-miR-190b-3p	MIMAT0017298
rno-miR-450a-3p	MIMAT0017183
rno-miR-344a-3p	MIMAT0000592
rno-miR-1249	MIMAT0017892
hsa-mir-3613	MI0016003
hsa-mir-450b	MI0005531
hsa-mir-1976	MI0009986
hsa-mir-542	MI0003686
hsa-mir-639	MI0003654
mmu-mir-5107	MI0018016
mmu-mir-101a	MI0000148
mmu-mir-101b	MI0000649
mmu-mir-128-2	MI0000726
mmu-mir-128-1	MI0000155
mmu-miR-292a-5p	MIMAT0000370
hsa-mir-130b	MI0000748
hsa-mir-548b	MI0003596
hsa-mir-181b-2	MI0000683
hsa-mir-451a	MI0001729
hsa-mir-329-2	MI0001726
hsa-mir-640	MI0003655
hsa-mir-329-1	MI0001725
hsa-mir-302a	MI0000738
hsa-mir-181b-1	MI0000270
hsa-mir-520d	MI0003164
mmu-mir-223	MI0000703
hsa-mir-194-1	MI0000488
hsa-mir-215	MI0000291
rno-miR-483-5p	MIMAT0047909
hsa-mir-122	MI0000442
mmu-miR-1938	MIMAT0009402
mmu-miR-878-3p	MIMAT0004933
mmu-miR-452-3p	MIMAT0017194
mmu-miR-201-3p	MIMAT0017001
mmu-miR-654-5p	MIMAT0049041
aae-miR-2940-3p	MIMAT0014284
mmu-miR-1900	MIMAT0007870
aae-miR-92a-3p	MIMAT0014228
hsa-mir-1264	MI0003758
aae-miR-133	MIMAT0014275
aae-miR-10	MIMAT0014277
aae-miR-305-5p	MIMAT0001486
aae-miR-957	MIMAT0014248
aae-bantam-5p	MIMAT0048675
aae-miR-315-5p	MIMAT0001487
aae-miR-306-5p	MIMAT0018579
aae-miR-252-3p	MIMAT0014217
aae-miR-1889-5p	MIMAT0014441
aae-miR-92a-5p	MIMAT0049644
aae-miR-13-3p	MIMAT0014256
aae-miR-1890	MIMAT0014247
aae-miR-71-5p	MIMAT0046786
aae-miR-996	MIMAT0014251
aae-miR-276-3p	MIMAT0014223
aae-miR-980-3p	MIMAT0014236
aae-bantam-3p	MIMAT0014219
aae-miR-263a-5p	MIMAT0001479
aae-miR-276-5p	MIMAT0046114
aae-miR-932-3p	MIMAT0014270
aae-miR-1175-5p	MIMAT0048798
aae-miR-2946	MIMAT0014325
aae-miR-263a-3p	MIMAT0015372
hsa-mir-762	MI0003892
aae-miR-79-3p	MIMAT0014295
hsa-mir-4497	MI0016859
aae-miR-87	MIMAT0014252
aae-miR-932-5p	MIMAT0004444
aae-miR-317	MIMAT0014224
aae-miR-277-3p	MIMAT0014211
aae-miR-316	MIMAT0014317
aae-miR-989	MIMAT0014239
hsa-mir-5681b	MI0019293
aae-miR-307	MIMAT0014296
aae-miR-2941	MIMAT0014286
aae-miR-279	MIMAT0014288
aae-miR-285	MIMAT0014273
hsa-mir-4418	MI0016754
aae-miR-33	MIMAT0014287
hsa-mir-6071	MI0020348
aae-miR-981	MIMAT0014267
aae-miR-1891	MIMAT0014263
aae-miR-2945-3p	MIMAT0014316
aae-miR-309a	MIMAT0014272
aae-miR-286b	MIMAT0014313
aae-miR-193	MIMAT0014305
aae-miR-219	MIMAT0014307
aae-miR-970	MIMAT0014292
aae-miR-14	MIMAT0014240
aae-miR-125-5p	MIMAT0014258
aae-miR-252-5p	MIMAT0045878
aae-miR-282-3p	MIMAT0014312
aae-miR-34-3p	MIMAT0014246
hsa-mir-5787	MI0019797
aae-miR-210	MIMAT0014293
aae-miR-2765	MIMAT0014285
aae-miR-190	MIMAT0014243
aae-miR-375	MIMAT0014298
aae-miR-263b-5p	MIMAT0010116
aae-miR-92b-3p	MIMAT0014322
aae-miR-124	MIMAT0014282
hsa-mir-139	MI0000261
hsa-mir-450a-2	MI0003187
