Name	Accession
hsa-mir-21	MI0000077
hsa-mir-124-1	MI0000443
hsa-mir-134	MI0000474
hsa-miR-302d-3p	MIMAT0000718
hsa-miR-4478	MIMAT0019006
hsa-mir-1307	MI0006444
hsa-mir-1224	MI0003764
hsa-miR-892b	MIMAT0004918
hsa-miR-4262	MIMAT0016894
hsa-miR-661	MIMAT0003324
hsa-mir-197	MI0000239
hsa-miR-888-5p	MIMAT0016123
hsa-miR-888-3p	MIMAT0004917
hsa-miR-4695-3p	MIMAT0019789
hsa-mir-1234	MI0006324
hsa-mir-30b	MI0000441
hsa-miR-3198	MIMAT0015083
hsa-mir-196a-2	MI0000279
hsa-mir-1290	MI0006352
hsa-mir-124-2	MI0000444
hsa-miR-520g-3p	MIMAT0002858
hsa-mir-23c	MI0016010
hsa-miR-4511	MIMAT0019048
hsa-miR-5000-3p	MIMAT0021020
hsa-miR-518b	MIMAT0002844
hsa-miR-6126	MIMAT0024599
hsa-mir-125b-1	MI0000446
hsa-mir-1249	MI0006384
hsa-miR-517c-3p	MIMAT0002866
hsa-mir-187	MI0000274
hsa-miR-943	MIMAT0004986
hsa-miR-3201	MIMAT0015086
hsa-miR-4518	MIMAT0019055
hsa-miR-4298	MIMAT0016852
hsa-mir-320c-1	MI0003778
hsa-miR-384	MIMAT0001075
hsa-miR-515-3p	MIMAT0002827
hsa-mir-372	MI0000780
hsa-mir-192	MI0000234
hsa-miR-1276	MIMAT0005930
hsa-miR-4784	MIMAT0019948
hsa-miR-647	MIMAT0003317
hsa-mir-183	MI0000273
hsa-miR-3666	MIMAT0018088
hsa-mir-299	MI0000744
hsa-mir-210	MI0000286
hsa-miR-3126-3p	MIMAT0015377
hsa-miR-450a-1-3p	MIMAT0022700
hsa-miR-520c-3p	MIMAT0002846
hsa-miR-4274	MIMAT0016906
hsa-mir-9-3	MI0000468
hsa-miR-300	MIMAT0004903
hsa-miR-1914-3p	MIMAT0007890
hsa-miR-1468-3p	MIMAT0026638
hsa-mir-522	MI0003177
hsa-mir-142	MI0000458
hsa-miR-1178-3p	MIMAT0005823
hsa-miR-3664-3p	MIMAT0019220
hsa-mir-449b	MI0003673
hsa-mir-144	MI0000460
hsa-mir-124-3	MI0000445
hsa-miR-1292-3p	MIMAT0022948
hsa-miR-6124	MIMAT0024597
hsa-miR-3916	MIMAT0018190
hsa-mir-27b	MI0000440
hsa-mir-424	MI0001446
hsa-mir-323b	MI0014206
hsa-mir-629	MI0003643
hsa-miR-500b-3p	MIMAT0027032
hsa-miR-5009-3p	MIMAT0021042
hsa-miR-513c-3p	MIMAT0022728
hsa-miR-548l	MIMAT0005889
hsa-miR-103a-2-5p	MIMAT0000101
hsa-miR-4465	MIMAT0018992
hsa-miR-6508-5p	MIMAT0025473
hsa-mir-184	MI0000481
hsa-mir-1296	MI0003780
hsa-miR-451b	MIMAT0019840
hsa-miR-2116-3p	MIMAT0011161
hsa-mir-608	MI0003621
hsa-mir-744	MI0005559
hsa-mir-485	MI0002469
hsa-miR-3658	MIMAT0018078
hsa-miR-2278	MIMAT0011778
hsa-mir-224	MI0000301
hsa-mir-199b	MI0000282
hsa-mir-518b	MI0003156
hsa-mir-483	MI0002467
hsa-mir-30d	MI0000255
hsa-miR-581	MIMAT0003246
hsa-mir-532	MI0003205
hsa-mir-520e	MI0003143
hsa-miR-938	MIMAT0004981
dre-miR-133a-3p	MIMAT0001830
cfa-let-7b	MIMAT0009836
cfa-miR-505	MIMAT0009908
rno-miR-199a-3p	MIMAT0004738
rno-miR-10a-3p	MIMAT0004709
rno-miR-125b-2-3p	MIMAT0026467
cfa-let-7g	MIMAT0006637
rno-miR-150-3p	MIMAT0017133
rno-miR-485-5p	MIMAT0049037
rno-miR-331-3p	MIMAT0000570
cfa-miR-346	MIMAT0009898
cfa-miR-130b	MIMAT0006659
cfa-miR-375	MIMAT0009871
rno-miR-208b-3p	MIMAT0017845
rno-miR-132-3p	MIMAT0000838
cfa-miR-425	MIMAT0006639
rno-miR-451-3p	MIMAT0017193
cfa-miR-151	MIMAT0006615
cfa-miR-30d	MIMAT0006616
rno-miR-221-3p	MIMAT0000890
rno-miR-3557-5p	MIMAT0017820
cfa-miR-19b	MIMAT0006652
rno-miR-125b-1-3p	MIMAT0004730
rno-miR-195-3p	MIMAT0017149
mmu-let-7f-1-3p	MIMAT0004623
mmu-miR-30c-2-3p	MIMAT0005438
rno-miR-3596b	MIMAT0017871
cfa-miR-30c	MIMAT0006605
hsa-miR-4659b-5p	MIMAT0019734
hsa-miR-2355-5p	MIMAT0049334
mmu-miR-19b-2-5p	MIMAT0000513
mmu-miR-19b-1-5p	MIMAT0000513
rno-miR-297	MIMAT0000899
hsa-miR-4423-3p	MIMAT0018936
hsa-miR-875-3p	MIMAT0004923
rno-miR-129-1-3p	MIMAT0017120
hsa-miR-3197	MIMAT0015082
hsa-miR-586	MIMAT0003252
rno-miR-148b-3p	MIMAT0000579
hsa-miR-1265	MIMAT0005918
rno-miR-362-3p	MIMAT0017357
rno-miR-503-3p	MIMAT0017224
rno-miR-10b-3p	MIMAT0017092
rno-miR-186-5p	MIMAT0036622
hsa-miR-505-5p	MIMAT0049714
hsa-miR-4523	MIMAT0019061
rno-miR-204-5p	MIMAT0044029
mmu-miR-32-5p	MIMAT0036485
hsa-miR-376b-5p	MIMAT0048415
rno-miR-200a-3p	MIMAT0000874
rno-miR-135b-3p	MIMAT0017043
hsa-miR-587	MIMAT0003253
hsa-miR-508-5p	MIMAT0048510
hsa-miR-513b-3p	MIMAT0026749
hsa-miR-3163	MIMAT0015037
hsa-miR-585-5p	MIMAT0003250
hsa-miR-567	MIMAT0003231
hsa-miR-555	MIMAT0003219
hsa-miR-512-5p	MIMAT0047962
hsa-miR-374c-5p	MIMAT0046394
hsa-miR-5590-3p	MIMAT0022300
hsa-miR-1305	MIMAT0005893
hsa-miR-3148	MIMAT0015021
hsa-mir-146a	MI0000477
hsa-miR-4426	MIMAT0018941
hsa-miR-1298-3p	MIMAT0026641
hsa-miR-4531	MIMAT0019070
hsa-miR-1248	MIMAT0005900
hsa-miR-802	MIMAT0004185
hsa-miR-621	MIMAT0003290
hsa-miR-4455	MIMAT0018977
hsa-miR-4428	MIMAT0018943
hsa-miR-6507-3p	MIMAT0025471
hsa-miR-3136-3p	MIMAT0019203
hsa-miR-1270	MIMAT0005924
hsa-miR-766-5p	MIMAT0024224
hsa-miR-1286	MIMAT0005877
rno-miR-204-3p	MIMAT0004739
hsa-miR-4999-5p	MIMAT0021018
hsa-miR-6719-3p	MIMAT0025850
hsa-miR-521	MIMAT0002854
hsa-miR-3912-3p	MIMAT0018186
hsa-miR-3654	MIMAT0018074
hsa-miR-518c-5p	MIMAT0036422
hsa-miR-1539	MIMAT0007401
hsa-miR-3133	MIMAT0014998
hsa-miR-4301	MIMAT0016850
hsa-miR-211-5p	MIMAT0049148
hsa-miR-4285	MIMAT0016913
hsa-miR-548n	MIMAT0005916
hsa-miR-4322	MIMAT0016873
hsa-miR-548j-3p	MIMAT0026737
hsa-miR-3155a	MIMAT0015029
hsa-miR-3147	MIMAT0015019
hsa-miR-219a-1-3p	MIMAT0004567
hsa-miR-4318	MIMAT0016869
hsa-miR-4283	MIMAT0016914
hsa-miR-4273	MIMAT0016903
hsa-miR-4312	MIMAT0016864
hsa-miR-3151-3p	MIMAT0027026
hsa-miR-1909-3p	MIMAT0007883
hsa-miR-4278	MIMAT0016910
hsa-miR-3164	MIMAT0015038
hsa-miR-3145-3p	MIMAT0015016
hsa-miR-3691-5p	MIMAT0019224
hsa-miR-3945	MIMAT0018361
hsa-miR-3174	MIMAT0015051
hsa-miR-3165	MIMAT0015039
hsa-miR-4289	MIMAT0016920
hsa-miR-4290	MIMAT0016921
hsa-miR-1255a	MIMAT0005906
hsa-miR-548u	MIMAT0015013
hsa-miR-676-5p	MIMAT0048560
hsa-miR-517b-3p	MIMAT0002857
hsa-miR-3692-3p	MIMAT0018122
hsa-miR-3618	MIMAT0017998
hsa-miR-514a-3p	MIMAT0002883
hsa-miR-1910-5p	MIMAT0016239
hsa-miR-1251-3p	MIMAT0026741
hsa-miR-1289	MIMAT0005879
hsa-miR-548v	MIMAT0015020
hsa-miR-3173-3p	MIMAT0015048
hsa-miR-345-5p	MIMAT0049378
hsa-miR-544a	MIMAT0003164
hsa-miR-3605-5p	MIMAT0024236
hsa-miR-3919	MIMAT0018193
hsa-miR-4315	MIMAT0016866
hsa-miR-548am-5p	MIMAT0019076
hsa-miR-3180-5p	MIMAT0018178
hsa-miR-3186-3p	MIMAT0015068
hsa-miR-1322	MIMAT0005953
hsa-miR-2117	MIMAT0011162
hsa-miR-670-5p	MIMAT0048554
hsa-miR-1252-5p	MIMAT0024251
hsa-miR-3614-3p	MIMAT0017993
hsa-miR-3137	MIMAT0015005
hsa-miR-600	MIMAT0003268
hsa-miR-4313	MIMAT0016865
hsa-miR-711	MIMAT0012734
hsa-miR-3065-5p	MIMAT0046741
hsa-miR-2355-3p	MIMAT0017950
hsa-miR-1251-5p	MIMAT0048588
hsa-miR-668-3p	MIMAT0003881
hsa-miR-1287-3p	MIMAT0026738
hsa-miR-548j-5p	MIMAT0039602
hsa-miR-518e-5p	MIMAT0036451
hsa-let-7i-3p	MIMAT0004585
hsa-miR-664b-3p	MIMAT0022272
hsa-miR-1912-3p	MIMAT0007887
hsa-miR-4327	MIMAT0016889
hsa-miR-597-5p	MIMAT0016039
hsa-miR-3146	MIMAT0015018
hsa-miR-554	MIMAT0003217
hsa-miR-3620-3p	MIMAT0018001
hsa-miR-759	MIMAT0010497
hsa-miR-4323	MIMAT0016875
hsa-miR-2277-3p	MIMAT0011777
hsa-miR-4330	MIMAT0016924
hsa-miR-4253	MIMAT0016882
hsa-miR-891b	MIMAT0004913
hsa-miR-4255	MIMAT0016885
hsa-miR-3181	MIMAT0015061
hsa-miR-3190-3p	MIMAT0022839
hsa-miR-1915-5p	MIMAT0016243
hsa-miR-1298-5p	MIMAT0048596
hsa-miR-544b	MIMAT0015004
hsa-miR-4265	MIMAT0016891
hsa-miR-891a-3p	MIMAT0026717
hsa-miR-1229-3p	MIMAT0005584
hsa-miR-4304	MIMAT0016854
hsa-miR-4329	MIMAT0016923
hsa-miR-1261	MIMAT0005913
hsa-miR-1909-5p	MIMAT0016238
hsa-miR-3151-5p	MIMAT0024318
hsa-miR-3943	MIMAT0018359
hsa-miR-1470	MIMAT0007348
hsa-miR-3611	MIMAT0017988
hsa-miR-3680-3p	MIMAT0018107
hsa-miR-3194-5p	MIMAT0019218
hsa-miR-3685	MIMAT0018113
hsa-miR-3169	MIMAT0015044
hsa-miR-3140-3p	MIMAT0015008
hsa-miR-548w	MIMAT0015060
hsa-miR-3161	MIMAT0015035
hsa-miR-323b-5p	MIMAT0047802
hcmv-miR-US4-3p	MIMAT0026628
hsa-miR-3190-5p	MIMAT0022839
hsa-miR-891a-5p	MIMAT0016126
hsa-miR-3913-5p	MIMAT0019225
hsa-miR-1208	MIMAT0005873
hsa-miR-548e-3p	MIMAT0005874
hsa-miR-3136-5p	MIMAT0049332
hsa-miR-1252-3p	MIMAT0026744
hsa-miR-4296	MIMAT0016845
hsa-miR-4275	MIMAT0016905
hcmv-miR-US5-2-5p	MIMAT0001580
hsa-miR-1267	MIMAT0005921
hsa-miR-130a-5p	MIMAT0049666
hsa-miR-549a-3p	MIMAT0003333
hsa-miR-219a-2-3p	MIMAT0004675
hsa-miR-548g-3p	MIMAT0005912
hcmv-miR-US25-2-3p	MIMAT0001583
hsa-miR-4292	MIMAT0016919
hsa-miR-3182	MIMAT0015062
hsa-miR-563	MIMAT0003227
hsa-miR-653-3p	MIMAT0026625
hsa-miR-2054	MIMAT0009979
hsa-miR-3141	MIMAT0015010
mml-miR-940	MIMAT0006541
mmu-miR-181d-3p	MIMAT0017264
hsa-miR-153-5p	MIMAT0046794
mml-miR-33a	MIMAT0002392
mml-miR-451	MIMAT0006335
mml-miR-128a-3p	MIMAT0002229
mmu-miR-361-3p	MIMAT0017075
mmu-miR-152-3p	MIMAT0000162
mmu-miR-381-3p	MIMAT0000746
hsa-miR-3139	MIMAT0015007
mml-miR-194-3p	MIMAT0026837
mml-miR-133c-3p	MIMAT0006777
mmu-miR-199b-3p	MIMAT0004667
hsa-miR-219b-3p	MIMAT0019748
hsa-miR-5680	MIMAT0022468
mmu-miR-669c-3p	MIMAT0017253
mmu-miR-703	MIMAT0003493
hsa-miR-302a-5p	MIMAT0047792
mml-miR-185-3p	MIMAT0026831
mmu-miR-706	MIMAT0003496
mml-miR-181c-3p	MIMAT0026587
mmu-miR-207	MIMAT0000240
mmu-miR-200b-3p	MIMAT0000233
mmu-miR-694	MIMAT0003474
mml-miR-17-3p	MIMAT0002701
mmu-miR-448-3p	MIMAT0001533
mmu-miR-486a-5p	MIMAT0049506
hsa-miR-5187-3p	MIMAT0021118
hsa-miR-548ax	MIMAT0022474
hsa-miR-4433a-5p	MIMAT0018949
hsa-miR-3157-3p	MIMAT0019210
hsa-miR-1206	MIMAT0005870
hsa-miR-4524a-3p	MIMAT0019063
mmu-mir-15a	MI0000564
mmu-mir-16-1	MI0000565
hsa-miR-6503-3p	MIMAT0025463
mmu-miR-24-1-5p	MIMAT0000219
rno-miR-133b-3p	MIMAT0003126
rno-miR-351-3p	MIMAT0017041
rno-miR-3583-5p	MIMAT0017874
rno-miR-632	MIMAT0012837
mmu-miR-380-5p	MIMAT0047863
rno-miR-345-5p	MIMAT0049378
mmu-miR-675-5p	MIMAT0048003
rno-miR-345-3p	MIMAT0004655
rno-miR-541-3p	MIMAT0017213
rno-miR-207	MIMAT0003115
rno-miR-381-3p	MIMAT0003199
mmu-miR-431-3p	MIMAT0004753
mmu-miR-875-3p	MIMAT0004938
mmu-miR-690	MIMAT0003469
rno-miR-3583-3p	MIMAT0017874
mmu-miR-134-3p	MIMAT0016985
rno-miR-3559-5p	MIMAT0017828
rno-miR-181a-1-3p	MIMAT0000884
rno-let-7i	MI0000835
rno-miR-96-3p	MIMAT0017110
rno-miR-3559-3p	MIMAT0017828
rno-miR-341	MIMAT0000587
mmu-let-7b-5p	MIMAT0037598
rno-miR-325-3p	MIMAT0004639
rno-miR-103-3p	MIMAT0000824
rno-miR-33-3p	MIMAT0017104
rno-miR-664-3p	MIMAT0003382
rno-miR-423-3p	MIMAT0005313
hsa-miR-3202	MIMAT0015089
hsa-miR-4680-3p	MIMAT0019765
mmu-miR-142a-3p	MIMAT0000155
mmu-miR-493-3p	MIMAT0004888
mmu-miR-3113-5p	MIMAT0014960
mmu-let-7k	MIMAT0025580
hsa-miR-5582-3p	MIMAT0022280
hsa-mir-492	MI0003131
hsa-mir-1303	MI0006370
hsa-mir-135b	MI0000810
hsa-mir-520a	MI0003149
hsa-mir-135a-2	MI0000453
hsa-miR-4282	MIMAT0016912
hsa-mir-1273c	MI0014171
hsa-miR-4775	MIMAT0019931
hsa-mir-135a-1	MI0000452
hsa-miR-1295b-3p	MIMAT0022294
hsa-mir-567	MI0003573
hsa-miR-4769-3p	MIMAT0019923
rno-miR-455-5p	MIMAT0049708
rno-miR-130a-5p	MIMAT0049666
rno-miR-200c-3p	MIMAT0000873
rno-miR-489-3p	MIMAT0003113
rno-miR-224-5p	MIMAT0049681
hsa-miR-548aq-3p	MIMAT0022264
hsa-miR-4297	MIMAT0016846
rno-miR-185-3p	MIMAT0017142
rno-miR-210-3p	MIMAT0000881
hsa-miR-3129-5p	MIMAT0024265
hsa-mir-23b	MI0000439
hsa-miR-4692	MIMAT0019783
mmu-miR-190b-5p	MIMAT0038986
hsa-miR-4491	MIMAT0019026
hsa-miR-4659a-5p	MIMAT0019727
hsa-miR-3977	MIMAT0019362
mmu-miR-374b-3p	MIMAT0003728
mmu-miR-147-5p	MIMAT0048258
cfa-miR-98	MIMAT0006756
cfa-miR-410	MIMAT0006728
hsa-miR-4727-5p	MIMAT0019848
hsa-miR-6133	MIMAT0024617
hsa-miR-4739	MIMAT0019868
hsa-miR-519d-5p	MIMAT0036425
hsa-miR-412-3p	MIMAT0002170
hsa-miR-3606-3p	MIMAT0022965
rno-miR-361-3p	MIMAT0017199
hsa-miR-648	MIMAT0003318
hsa-miR-4778-3p	MIMAT0019937
hsa-miR-1278	MIMAT0005936
rno-miR-451-5p	MIMAT0048462
mmu-miR-128-1-5p	MIMAT0000140
rno-miR-222-3p	MIMAT0000891
rno-miR-376a-3p	MIMAT0003198
mmu-miR-126a-3p	MIMAT0000138
hsa-miR-4755-5p	MIMAT0019896
mmu-miR-300-3p	MIMAT0000378
mmu-miR-667-3p	MIMAT0003734
mmu-miR-409-3p	MIMAT0001090
mmu-miR-128-2-5p	MIMAT0000140
mmu-miR-676-3p	MIMAT0003782
hsa-miR-4691-3p	MIMAT0019782
mmu-miR-486a-3p	MIMAT0017206
mmu-miR-486b-3p	MIMAT0014944
mmu-miR-375-5p	MIMAT0048794
mmu-miR-1298-3p	MIMAT0014810
rno-miR-144-5p	MIMAT0048250
hsa-miR-5196-5p	MIMAT0021129
mmu-miR-217-3p	MIMAT0017072
hsa-miR-5699-5p	MIMAT0049340
mmu-miR-134-5p	MIMAT0048226
hsa-mir-27a	MI0000085
mmu-miR-223-5p	MIMAT0048359
mmu-miR-760-3p	MIMAT0003898
hsa-mir-375	MI0000783
rno-miR-379-5p	MIMAT0049047
rno-miR-200b-3p	MIMAT0000875
mmu-miR-666-3p	MIMAT0004823
hsa-miR-548ac	MIMAT0018938
hsa-miR-548ay-5p	MIMAT0025453
hsa-miR-3143	MIMAT0015012
hsa-miR-548ah-3p	MIMAT0020957
hsa-miR-2115-3p	MIMAT0011159
mmu-miR-654-3p	MIMAT0004898
hsa-miR-2467-3p	MIMAT0019953
rno-miR-98-3p	MIMAT0017111
hsa-miR-4490	MIMAT0019025
hsa-miR-631	MIMAT0003300
rno-miR-423-5p	MIMAT0049715
rno-miR-20b-5p	MIMAT0044341
hsa-miR-1243	MIMAT0005894
rno-miR-192-3p	MIMAT0017147
hsa-miR-4688	MIMAT0019777
rno-miR-320-3p	MIMAT0000903
mmu-miR-135b-5p	MIMAT0036518
hsa-miR-4687-5p	MIMAT0019775
rno-miR-93-5p	MIMAT0036617
rno-miR-20b-3p	MIMAT0003212
hsa-miR-4785	MIMAT0019949
hsa-mir-891a	MI0005524
hsa-miR-1256	MIMAT0005907
hsa-mir-338	MI0000814
hsa-miR-3130-5p	MIMAT0014994
hsa-miR-3909	MIMAT0018183
hsa-miR-3667-3p	MIMAT0018090
mmu-miR-500-3p	MIMAT0003507
hsa-miR-1263	MIMAT0005915
mmu-miR-802-3p	MIMAT0017240
mmu-miR-187-3p	MIMAT0000216
hsa-miR-4277	MIMAT0016908
hsa-miR-3910	MIMAT0018184
mmu-miR-345-3p	MIMAT0004656
hsa-miR-4305	MIMAT0016857
hsa-miR-3649	MIMAT0018069
hsa-miR-1245a	MIMAT0005897
hsa-miR-4328	MIMAT0016926
mml-miR-1235	MIMAT0005590
gga-miR-2188-3p	MIMAT0027028
mmu-miR-470-3p	MIMAT0004760
gga-miR-199-3p	MIMAT0003721
gga-miR-10b-3p	MIMAT0026521
gga-let-7b	MIMAT0001102
gga-miR-181b-5p	MIMAT0044134
mmu-miR-707	MIMAT0003497
gga-miR-1434	MIMAT0007295
gga-miR-1623	MIMAT0007491
gga-miR-22-3p	MIMAT0007288
gga-miR-193a-3p	MIMAT0007740
gga-miR-122b	MIMAT0007719
gga-miR-365-3p	MIMAT0003361
gga-let-7k	MI0001263
mmu-miR-669b-3p	MIMAT0017250
gga-miR-181a-5p	MIMAT0001168
gga-miR-128-3p	MIMAT0001123
gga-miR-148a-3p	MIMAT0001120
hsa-mir-1288	MI0006432
hsa-mir-337	MI0000806
hsa-mir-873	MI0005564
hsa-mir-196b	MI0001150
hsa-mir-30a	MI0000088
hsa-miR-548s	MIMAT0014987
mmu-miR-485-5p	MIMAT0049037
mmu-miR-485-3p	MIMAT0003129
mmu-miR-431-5p	MIMAT0047250
mmu-miR-879-3p	MIMAT0004843
mmu-miR-105	MIMAT0004856
rno-let-7b	MI0000829
mmu-miR-297b-5p	MIMAT0004827
mmu-miR-672-3p	MIMAT0017241
mmu-miR-181c-5p	MIMAT0036526
rno-miR-369-3p	MIMAT0003207
rno-miR-93-3p	MIMAT0017109
mmu-miR-449a-3p	MIMAT0017180
mml-miR-142-3p	MIMAT0006200
mmu-miR-1967	MIMAT0009440
mmu-miR-181d-5p	MIMAT0044234
mmu-miR-466j	MIMAT0005848
mmu-miR-449b	MIMAT0005447
mmu-miR-484	MIMAT0003127
mmu-miR-409-5p	MIMAT0049674
mmu-miR-704	MIMAT0003494
rno-miR-7b	MIMAT0000780
rno-miR-466b-3p	MIMAT0017285
mmu-miR-455-5p	MIMAT0049708
rno-miR-196c-3p	MIMAT0017299
mmu-miR-763	MIMAT0003896
mmu-miR-542-5p	MIMAT0013594
rno-miR-127-3p	MIMAT0000833
mmu-miR-30e-5p	MIMAT0003799
rno-miR-434-3p	MIMAT0005315
rno-miR-181b-5p	MIMAT0044134
rno-miR-25-3p	MIMAT0000795
hsa-mir-31	MI0000089
hsa-mir-211	MI0000287
hsa-miR-498-5p	MIMAT0039662
hsa-mir-145	MI0000461
hsa-miR-1283	MIMAT0005799
mmu-miR-202-3p	MIMAT0000235
hsa-miR-506-5p	MIMAT0048506
hsa-mir-29c	MI0000735
bta-miR-2411-5p	MIMAT0036094
bta-miR-31	MIMAT0003548
bta-miR-302b	MIMAT0009280
bta-miR-2285g	MIMAT0024582
bta-miR-2474	MIMAT0012065
bta-miR-2483-5p	MIMAT0048058
bta-miR-378b	MIMAT0025535
bta-miR-326	MIMAT0009286
bta-miR-30b-5p	MIMAT0036503
bta-miR-181a	MIMAT0003543
bta-miR-199a-3p	MIMAT0003746
bta-miR-205	MIMAT0003545
bta-miR-154b	MIMAT0025547
bta-miR-145	MIMAT0003542
bta-miR-2387	MIMAT0011939
bta-miR-2399-5p	MIMAT0011955
bta-miR-329b	MIMAT0009289
bta-miR-370	MIMAT0009300
bta-miR-324	MIMAT0009285
bta-miR-424-3p	MIMAT0015304
bta-let-7b	MIMAT0004331
bta-miR-2450a	MIMAT0012030
bta-miR-2285l	MIMAT0024587
bta-miR-6120-3p	MIMAT0024591
bta-let-7a-5p	MIMAT0003844
bta-miR-2484	MIMAT0012077
bta-miR-335	MIMAT0009291
bta-miR-127	MIMAT0003787
bta-miR-655	MIMAT0009360
bta-miR-27a-3p	MIMAT0003532
bta-miR-146b	MIMAT0009235
bta-miR-708	MIMAT0009367
bta-miR-2408	MIMAT0011966
bta-miR-143	MIMAT0009233
bta-miR-2370-3p	MIMAT0011915
bta-miR-141	MIMAT0009232
bta-miR-2478	MIMAT0012070
bta-miR-199c	MIMAT0011871
bta-miR-181d	MIMAT0009243
bta-miR-222	MIMAT0003530
bta-miR-582	MIMAT0009351
bta-miR-34a	MIMAT0004340
bta-miR-2344	MIMAT0011879
bta-miR-6533	MIMAT0025569
bta-miR-2448-5p	MIMAT0012026
bta-miR-1434-5p	MIMAT0012040
bta-miR-142-3p	MIMAT0003791
bta-miR-2443	MIMAT0012018
bta-miR-411c-3p	MIMAT0025546
bta-miR-376e	MIMAT0025543
bta-miR-302d	MIMAT0009279
bta-miR-26b	MIMAT0003531
bta-miR-1247-3p	MIMAT0025550
bta-miR-365-3p	MIMAT0004341
bta-miR-615	MIMAT0009355
bta-miR-497	MIMAT0004343
bta-miR-2314	MIMAT0011834
bta-miR-431	MIMAT0009316
bta-miR-2310	MIMAT0011822
bta-miR-411c-5p	MIMAT0025546
bta-miR-381	MIMAT0009307
bta-miR-150	MIMAT0003845
bta-miR-6523a	MIMAT0025552
bta-miR-2887	MIMAT0013845
bta-miR-487b	MIMAT0003847
bta-miR-769	MIMAT0009376
bta-miR-665	MIMAT0009363
bta-miR-545-3p	MIMAT0003807
bta-miR-1197	MIMAT0009966
bta-miR-2388-5p	MIMAT0011941
bta-miR-29c	MIMAT0003829
bta-miR-6524	MIMAT0025553
bta-miR-2285t	MIMAT0025577
bta-miR-129-5p	MIMAT0036506
bta-miR-1	MIMAT0009214
bta-miR-92b	MIMAT0009384
bta-miR-1260b	MIMAT0024568
bta-miR-1814c	MIMAT0011984
bta-miR-2284w	MIMAT0017393
bta-miR-378c	MIMAT0025551
bta-miR-677	MIMAT0012003
bta-miR-654	MIMAT0009359
bta-miR-129-3p	MIMAT0009222
bta-miR-129	MIMAT0009220
bta-miR-34b	MIMAT0003549
bta-miR-34c	MIMAT0003854
bta-miR-1388-5p	MIMAT0050133
bta-miR-432	MIMAT0009317
bta-miR-2404	MIMAT0011961
bta-let-7a-3p	MIMAT0004330
bta-miR-543	MIMAT0009344
bta-miR-1247-5p	MIMAT0036594
bta-miR-146a	MIMAT0009236
bta-miR-2904	MIMAT0013862
bta-miR-181c	MIMAT0003817
bta-miR-499	MIMAT0003536
bta-miR-455-3p	MIMAT0003836
bta-miR-2285r	MIMAT0025575
bta-miR-365-5p	MIMAT0049661
bta-miR-421	MIMAT0009314
bta-miR-142-5p	MIMAT0044045
bta-miR-218	MIMAT0003798
bta-miR-6529a	MIMAT0025565
bta-miR-2463	MIMAT0012050
bta-miR-223	MIMAT0009270
bta-miR-29b	MIMAT0003828
bta-miR-200c	MIMAT0003823
bta-miR-411a	MIMAT0009312
bta-miR-2335	MIMAT0011868
bta-miR-1468	MIMAT0013592
bta-miR-380-3p	MIMAT0003804
hsa-miR-643	MIMAT0003313
bta-miR-217	MIMAT0009267
bta-miR-301b	MIMAT0009277
bta-miR-211	MIMAT0009263
bta-miR-2366	MIMAT0011904
bta-miR-136	MIMAT0009230
bta-miR-369-3p	MIMAT0003802
bta-miR-1248	MIMAT0009972
bta-miR-302a	MIMAT0009278
bta-miR-9-3p	MIMAT0012549
bta-miR-409a	MIMAT0009310
bta-miR-375	MIMAT0009303
bta-miR-493	MIMAT0009333
bta-miR-2284t-3p	MIMAT0011832
bta-miR-1291	MIMAT0009956
bta-miR-495	MIMAT0009335
bta-miR-196a	MIMAT0009255
bta-miR-6121-3p	MIMAT0024593
bta-miR-2332	MIMAT0011865
bta-miR-485	MIMAT0009328
bta-miR-380-5p	MIMAT0047863
bta-miR-539	MIMAT0009342
bta-miR-488	MIMAT0009330
bta-miR-505	MIMAT0009341
bta-miR-195	MIMAT0004335
bta-miR-153	MIMAT0009239
bta-miR-29e	MIMAT0009953
bta-miR-369-5p	MIMAT0049114
bta-miR-490	MIMAT0009331
bta-miR-494	MIMAT0009334
bta-miR-449b	MIMAT0009321
bta-miR-193a-3p	MIMAT0003795
bta-miR-155	MIMAT0009241
hsa-mir-342	MI0000805
hsa-miR-3659	MIMAT0018080
hsa-miR-4773	MIMAT0019928
hsa-miR-212-5p	MIMAT0037838
hsa-miR-591	MIMAT0003259
mmu-miR-466l-3p	MIMAT0005830
rno-miR-551b-3p	MIMAT0005596
mmu-miR-509-3p	MIMAT0004891
rno-miR-218a-5p	MIMAT0044017
mmu-miR-1947-3p	MIMAT0017343
rno-miR-32-3p	MIMAT0017103
mmu-miR-1983	MIMAT0009455
mmu-miR-488-5p	MIMAT0048476
rno-miR-129-2-3p	MIMAT0000601
rno-miR-139-5p	MIMAT0036540
rno-miR-18a-3p	MIMAT0017095
rno-miR-9b-5p	MIMAT0022546
rno-miR-31a-5p	MIMAT0004428
rno-miR-873-3p	MIMAT0017318
mmu-miR-767	MIMAT0012773
rno-miR-598-5p	MIMAT0039435
mmu-miR-2137	MIMAT0011213
rno-miR-29a-5p	MIMAT0049630
rno-miR-873-5p	MIMAT0049330
rno-miR-31a-3p	MIMAT0017102
rno-miR-181c-5p	MIMAT0036526
rno-miR-181d-3p	MIMAT0017296
rno-miR-582-5p	MIMAT0036279
